text,reviewId,city,lan,original_Index
"Came here around 8pm with my family of 7.  The food was fantastic and the staff was incredibly friendly.   Honestly the staff was effing awesome.   It was an hour before closing and they weren't treating us any differently, when we picked out bottles of water/drinks by the register the guy checking us out went out of his way to make sure we had the refrigerated beverages instead.  They took the extra time and care to make sure the food we ordered was fresh and not whatever was left out during the day.   I wish we had one of these places back home in Boston.   Allthough think of it as a chipolte but with a Mediterranean/middle eastern twist. The Google photos are misleading.  However I hope the owners of the store reads this because the people working here deserve a raise, I don't remember seeing a tipping option, if there was I would of tipped heavily. 100% recommend.",ChdDSUhNMG9nS0VJQ0FnSURGeWZUVW5BRRAB,Washington,en,5091
This restaurant  used  to have good food.  What happened,ChZDSUhNMG9nS0VJQ0FnSURkcFpUZ1ZBEAE,Charlotte,en,2519
Great place. Had a chicken quesadilla. The place is pretty decent,ChdDSUhNMG9nS0VJQ0FnSUNkNzVtQXhBRRAB,Boston,en,1719
I honestly enjoy food all the time but I’m disappointed one time I had an unpleasant experience with an older guy that worked there. I couldn’t find something I thought I left and he was pretty rude and making unnecessary comments. I feel like he wouldn’t treat all customers like that but he talked to me like that.,ChdDSUhNMG9nS0VJQ0FnSUREblB1Tjd3RRAB,Washington,en,5183
Went for a friend's birthday party. Had to wait almost an hour for them to open. Because the kitchen staff wasn't there yet. Ordered a round of drinks they came in glasses. The second round came in plastic cups. When asked I was told they ran out. Food came out late and cold. Cute spot but definitely needs new management,ChdDSUhNMG9nS0VJQ0FnSUN4aXJ1Wm9nRRAB,Atlanta,en,792
"Jorge was the best!! Food was delicious, quick service, and great drinks. Perfect atmosphere and attentiveness by Jorge",ChdDSUhNMG9nS0VJQ0FnSUNqc3ZiWC13RRAB,Dallas,en,3149
Great Mac and cheese entree with corn bread,ChZDSUhNMG9nS0VJQ0FnSUNEdzhISVJREAE,New Orleans,en,5399
"The bread, capers, butter and lettuce garnish was my favorite part of my meal! Overall the experience is nice however if you are looking for true new orleans flavor this is not it.",ChZDSUhNMG9nS0VJQ0FnSUREdE5DTUV3EAE,New Orleans,en,5501
"Best hummus ever!, everything is so fresh , service is good,  chicken plate was very tasty  do try the  baklava,",ChdDSUhNMG9nS0VJQ0FnSUREbExXR3pnRRAB,New Orleans,en,6062
This is a great casual place. Food and drinks are wonderful.,ChdDSUhNMG9nS0VJQ0FnSUNEMzRDQnp3RRAB,Cary,en,1924
Charboiled oyster was really good just a little salty but delicious.,ChdDSUhNMG9nS0VJQ0FnSUNEMVpIdHRBRRAB,New Orleans,en,5800
The meat they gave me looked old and so did the pecan pie I literally ordered this right now for lunch paid 27$ for my meal. I should have gotten my money's worth. Instead I m praying I don't get food poisoning from just trying it,ChdDSUhNMG9nS0VJQ0FnSUNOODZqOTJnRRAB,Dallas,en,3560
"Placed an order today from UberEats, when the food came, it looked like its something not even an animal would eat coz it looked disgusting. there was 5 of us who ordered together, but they seemed like they combined all 5 orders and looked like someone played with it... heck, even the drinks that came with it was also messed up, overall out order was a disaster...",ChZDSUhNMG9nS0VJQ0FnSUNEby1LcGF3EAE,Boston,en,1270
I ordered catering for my daughter’s party. There was one hiccup but they made it right and as always the food was amazing! 10 out of 10 every time! Like seriously amazing! EVERY TIME! Now I’m just hoping they bring the fried Cornish hen to greenbriar 🤞,ChZDSUhNMG9nS0VJQ0FnSURENGRyNUh3EAE,Atlanta,en,1031
"I was in town this past weekend visiting family and we had dinner there and  it was amazing the food ,drinks and the service was great (Will was our server ) Thanks for the great dinning experience",ChdDSUhNMG9nS0VJQ0FnSUNqbmZLeS1RRRAB,Atlanta,en,309
We went for happy hour and enjoyed their wings & pork tacos.,ChdDSUhNMG9nS0VJQ0FnSUNqOGRUNm9nRRAB,New Orleans,en,6147
"Service lacks ""bigly"", as a certain president elect would say. However, the food is amazing!! You MUST try the roasted chicken WITH THAT GREEN SAUCE they make on the side!!!",ChZDSUhNMG9nS0VJQ0FnSUNRcFlTTk5nEAE,New York,en,4471
"Recently, I ordered delivery food from Chinese Dragon. I had zero expectations (either way) for their food; it was late, but their kitchen was open and they were willing to deliver to my slightly out-of-range location for a small, additional delivery fee. (A paltry $ amount, compared to the ridiculous/endless delivery and service fees Uber Cheats, Grub Nub, etc. tack on to every order.)

45 minutes later, my food arrived -- and it was wonderful! Creamy egg drop soup; perfect saucy chicken sautéed to perfection with a colorful mix of tasty chinese vegetables; delicious chicken fried rice (replete with real, large chunks of meat throughout); admidst this abundance though the rich, tender beef teriaki skewers were actually the first thing to be devoured. (I would usually save one for later but hey...life is short and their siren song called me.) So good!

In summary, I still can't believe that I polished off so much food, so easily at 1am...or that there were so many (non-teriaki) leftovers the next day. A++ service and food, I highly recommend Chinese Dragon!",ChZDSUhNMG9nS0VJQ0FnSURkeHBPZE53EAE,Boston,en,1619
Very good,ChdDSUhNMG9nS0VJQ0FnSURsLTZMU2tnRRAB,New Orleans,en,6457
Customer service isn't good at all. Small portions. Last time I ordered delivery never came so that was the last time.,ChdDSUhNMG9nS0VJQ0FnSUNEbU9qLTFRRRAB,Boston,en,1256
"We waited 20 mins to be seated when there were a ton of open tables. Our waiter came to our table with a runny nose, like fully running from his nostril to his lip, wiped it with his open hand, then continued to serve us as his nose ran, he wiped it into his palm, then handled our food and drinks. They have the audacity to charge $18/lb for crawfish after prices everywhere else dropped to $6/lb. The service was painfully slow, the waiter was miserable, the bathrooms atrocious, and the food was some of the worst I've ever had at a cost much too steep. Skip this place entirely.",ChdDSUhNMG9nS0VJQ0FnSUNqeHRqSHBBRRAB,New Orleans,en,5356
"Yo all these people saying the general tsos is bad are stupid and wrong. This is one of the few places that use white meat instead of dark, and actually have crispy general tsos/orange chicken, it is so good and I can't believe I haven't been coming here, if your a REAL general tsos conissuer, you'll enjoy this.",ChZDSUhNMG9nS0VJQ0FnSUNqaXQtLUdBEAE,Cary,en,2060
Really friendly staff that helped us get the best deals and were very kind to my family.    Thanks!,ChdDSUhNMG9nS0VJQ0FnSUM5ckp5OGhBRRAB,Cary,en,2206
Their sausage patties are the best I have ever had and they're loaded hash brown casserole and gravy biscuits are the best,ChdDSUhNMG9nS0VJQ0FnSUNqd2RqY3FBRRAB,Charlotte,en,2586
Fish club has the best fish and tacos I've seen in a minute. They also have very good customer service and they're very clean. I really recommend this place.,ChdDSUhNMG9nS0VJQ0FnSURkN3VfTmdBRRAB,Atlanta,en,961
This place is a MUST to visit while in flushing . I found my way in here at 1am last month and fell in love with the place and the authenticity!!! Last night was my 3rd time back and it’s still amazing!!,ChZDSUhNMG9nS0VJQ0FnSUR1bnRMYUt3EAE,New York,en,4240
"My order is never correct.  When I order a 3pc  meal 2 breast and wing, I get 3-thighs and a leg.  This is order #4 for the same thing.  I hope it is correct this time.  It seems if they are not reading the order.",ChZDSUhNMG9nS0VJQ0FnSUMxeV9YaWVnEAE,Atlanta,en,778
Long time standby in the neighborhood. Excellent from pizza to entrees all boasting of Italian flavor!,ChZDSUhNMG9nS0VJQ0FnSUNEMWFIbGZnEAE,San Francisco,en,4544
Great place with great service,ChdDSUhNMG9nS0VJQ0FnSUREOXBXQ2tBRRAB,San Francisco,en,4586
"Wasn't as good as before.  Rushing to cook food....fish soggy, fries under cooked., chicken wings not on point....",ChZDSUhNMG9nS0VJQ0FnSURkdzdpTmRBEAE,Washington,en,4916
"We arrived without a reso….seems silly but we were not wanting to go anywhere else and I had a friend in town. The staff was super accommodating at getting us seated and were attentive throughout the entire meal. The food was DELICIOUS (that is what I wish other pastas tasted like), the wine list was great and the overall experience was just fantastic. Definitely in my top 3 spots now.",ChZDSUhNMG9nS0VJQ0FnSUQ5dl9YX0hBEAE,Atlanta,en,234
"Good Italian food, great people, great service.",ChZDSUhNMG9nS0VJQ0FnSUM5a2R6c1VnEAE,San Francisco,en,4546
"Come and get it!! My first visit. I ordered the rib dinner. Lawd! my rib were tender and moist. Mac and cheese collard greens were perfectly season. I should've ordered another dinner for later. I will return, much love to the owner and team. Everyone was pleasant. Great service.",ChZDSUhNMG9nS0VJQ0FnSURSNGNxdVV3EAE,Atlanta,en,1
Deliciously fresh! Very clean and new!,ChZDSUhNMG9nS0VJQ0FnSUREcjczcEdnEAE,Dallas,en,3585
"Phenomenal, best food in town",ChdDSUhNMG9nS0VJQ0FnSUNOd3NDRTlBRRAB,Boston,en,1322
This locations service has went completely downhill.,ChZDSUhNMG9nS0VJQ0FnSUREbVk3cWRnEAE,Atlanta,en,511
"We had the cold style lobster roll and while pricey, it was really good. Nice, chunky bits in the lobster roll. The meat had a nice sweet quality that's indicative of lobster from Cape Cod. The bread was properly buttered and grilled.

The only downside was they splashed vinegar in the lobster. It must be an acquired taste but not something I loved. Also the fries were overcooked and just not tasty.",ChdDSUhNMG9nS0VJQ0FnSUREMl9lTDZnRRAB,Boston,en,1758
Extremely good food and the service was fantastic. The woman who helped me out gave me suggestions and was very helpful,ChZDSUhNMG9nS0VJQ0FnSUREN0lUSUx3EAE,Atlanta,en,354
"Came here today for a carry out order for a grilled chicken club sandwich.

Got the order and checked it for quantity and it looks good.

Got home and we discovered that the ""chicken"" did not make it into the container!!! I've had multiple mishaps (about 60%) from this location ranging from missing sandwiches, missing GF buns, and missing items - most of these I've actually let go. They do get it right sometimes and I do what I can to check the order to prevent it at the counter.

However, to have to open individual containers to make sure the chicken was there is going too bit much babysitting. We should expect a certain amount of quality. And the place wasn't even that busy today... The drive thru wasn't long and the dining area was not full.

It's hard to stay away from this location since it's the only one on the way but the service becomes a bit too much.",ChZDSUhNMG9nS0VJQ0FnSUQ5enAteUlBEAE,Dallas,en,3819
I walked in no one said anything they just stood and looked at me till I said something. Once I got my fries they had no seasoning on them so my mom took them back and an employee tried to give her back fries that had so much seasoning they looked as if their was flour on them until another employee gave her different ones. This place does not have good customer service and it’s like you are inconveniencing the workers.,ChdDSUhNMG9nS0VJQ0FnSUNqcHQzTW5RRRAB,Dallas,en,3836
"They put old fish back in fryer, it was super greasy, overcooked, and had hair on it. Told them and they said was all out. Wasn't even offered other food or refund.  Wendy's use to always be a great place to go but never again. This was the one in Slidell, LA but every time I put this location it changes it.",ChZDSUhNMG9nS0VJQ0FnSUNkNWZpNEJnEAE,New Orleans,en,6559
Best pizza around the neighborhood.,ChdDSUhNMG9nS0VJQ0FnSUNEdGFDbjl3RRAB,Chicago,en,2781
Food was delish. Owner was warm n friendly. Loved the casual island vibe.  The lounge upstairs was with the balcony looks like great place to hang. I went during the daytime so nothing was happening then. But the owner let us tour. Would def go back  to sample that experience.,ChdDSUhNMG9nS0VJQ0FnSUNqcWVxSDhRRRAB,New Orleans,en,5432
ok food,ChZDSUhNMG9nS0VJQ0FnSUM5OUpUcE9REAE,San Francisco,en,4549
"Food is great! Service is quick and servers are nice. However, they should clean the parking lot, pull weeds from in front of restaurant.",ChdDSUhNMG9nS0VJQ0FnSUNEOU5YR2tnRRAB,San Francisco,en,4705
"Unpretentious, delicious, inexpensive food. This place is an absolute gem.",ChZDSUhNMG9nS0VJQ0FnSUM5NTdPVkdREAE,Boston,en,1742
Most disgusting $11 sandwich we had to throw it away. The roll must’ve been two weeks old.,ChZDSUhNMG9nS0VJQ0FnSUQxdzVucFhBEAE,Chicago,en,2922
"When I first found this place I was head over heels. The juices, the fresh coconut water, and that burger!! 10 out of 10! The esthetic and ambiance is everything! The lounge in the back even had a free Ms pac man machine! And the bean bag is super fun to sit on, my neice loved it!",ChdDSUhNMG9nS0VJQ0FnSUNEaEp6US13RRAB,Atlanta,en,80
